codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar,anio,mes
1.03.05.01.01.00.000,"0,5% APORTE ENTE DE COOPERACION RECIPROCA","200.000,00","21.135,67","121.937,06","78.062,94","13.326,63","114.128,02","7.809,04",2017,6
1.03.05.01.02.00.000,a entes intercomunales,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,6
1.03.05.01.04.00.000,OTROS DE SECTOR PUBLICO,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,6
1.03.05.01.05.00.000,CONSERVACION DE FLORA Y FAUNA,"20.000,00","4.980,00","16.355,00","3.645,00","0,00","6.725,00","9.630,00",2017,6
1.03.05.01.07.01.000,FOMMEP,"54.000,00","0,00","0,00","54.000,00","0,00","0,00","0,00",2017,6
1.03.05.01.07.02.000,Otros gastos Policia,"30.000,00","5.330,00","18.310,00","11.690,00","2.880,00","13.300,00","5.010,00",2017,6
1.03.05.01.08.00.000,SUBSIDIOS A INSTITUCIONES LOCALES,"70.000,00","10.000,00","57.500,00","12.500,00","10.000,00","57.500,00","0,00",2017,6
1.03.05.02.01.00.000,Asistencia sectores carenciados,"300.000,00","43.116,60","171.491,06","128.508,94","42.140,77","100.015,60","71.475,46",2017,6
1.03.05.02.02.00.000,SERV. FUNEBRE Y COMPRA DE ATAUDES,"60.000,00","0,00","40.350,00","19.650,00","7.000,00","40.350,00","0,00",2017,6
1.03.05.02.03.00.000,SUBVENCIONES Y SUBSIDIOS,"440.000,00","65.530,00","300.517,44","139.482,56","60.310,10","219.410,69","81.106,75",2017,6
1.03.05.02.03.01.000,SUBSIDIOS VARIOS,"420.000,00","65.530,00","299.917,44","120.082,56","60.310,10","218.810,69","81.106,75",2017,6
1.03.05.02.03.01.001,BECAS POR ESTUDIOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,6
1.03.05.02.03.01.002,OTROS SUBSIDIOS,"300.000,00","51.080,00","236.143,44","63.856,56","49.490,10","161.066,69","75.076,75",2017,6
1.03.05.02.03.01.003,AYUDA ECONOMICA,"100.000,00","14.450,00","63.774,00","36.226,00","10.820,00","57.744,00","6.030,00",2017,6
1.03.05.02.03.02.000,SUBSIDIOS BOMBEROS VOLUNTARIOS,"20.000,00","0,00","600,00","19.400,00","0,00","600,00","0,00",2017,6
1.03.05.02.04.00.000,GASTOS DEPORTIVOS Y RECREACION,"1030.000,00","5.750,00","240.312,22","789.687,78","18.109,00","222.225,22","18.087,00",2017,6
1.03.05.02.04.01.000,FIESTAS PATRONALES,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00",2017,6
1.03.05.02.04.02.000,CARNAVALES INFANTILES,"350.000,00","0,00","0,00","350.000,00","0,00","0,00","0,00",2017,6
1.03.05.02.04.03.000,FIESTA DIA DE LA MADRE,"30.000,00","0,00","3.934,00","26.066,00","0,00","3.934,00","0,00",2017,6
1.03.05.02.04.04.000,OTROS EVENTOS DE RECREACION,"50.000,00","434,00","16.075,95","33.924,05","5.300,00","11.341,95","4.734,00",2017,6
1.03.05.02.04.05.000,"GASTOS DEPORTIVOS (FUTBOL, HOCKEY, VOLEY, ETC","100.000,00","5.316,00","41.742,82","58.257,18","12.149,00","28.389,82","13.353,00",2017,6
1.03.05.02.04.06.000,ESCUELAS MUNICIPALES DE VERANO E INVIERNO,"200.000,00","0,00","178.559,45","21.440,55","660,00","178.559,45","0,00",2017,6
1.03.05.02.05.00.000,GASTOS CULTURALES,"260.000,00","29.960,00","188.211,96","71.788,04","75.024,92","170.251,96","17.960,00",2017,6
1.03.05.02.05.01.000,MUSEO A CIELO ABIERTO,"150.000,00","17.960,00","90.319,78","59.680,22","32.337,80","72.359,78","17.960,00",2017,6
1.03.05.02.05.02.000,JORNADAS Y EVENTOS CULTURALES,"110.000,00","12.000,00","97.892,18","12.107,82","42.687,12","97.892,18","0,00",2017,6
1.03.05.02.06.00.000,OTROS,"100.000,00","12.771,50","29.989,16","70.010,84","2.414,44","17.217,66","12.771,50",2017,6
1.03.05.02.06.01.000,DEVOLUCIONES TASA A LA PROPIEDAD,"30.000,00","9.034,32","15.248,75","14.751,25","2.414,44","6.214,43","9.034,32",2017,6
1.03.05.02.06.02.000,DEVOLUCIONES IMPUESTOS A LOS AUTOMOTORES,"15.000,00","2.707,18","13.070,41","1.929,59","0,00","10.363,23","2.707,18",2017,6
1.03.05.02.06.03.000,DEVOLUCIONES VARIAS,"5.000,00","1.030,00","1.670,00","3.330,00","0,00","640,00","1.030,00",2017,6
1.03.05.02.06.04.000,DEVOLUCION CONVENIO GAS ORD. 558/2011,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
1.03.05.02.07.00.000,CREDITO ADICIONAL PARA ESFUERZO DE PARTIDA,"1115.000,00","0,00","0,00","1115.000,00","0,00","0,00","0,00",2017,6
1.03.05.02.08.00.000,EGRESOS PLAN SUMAR,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,6
1.03.05.02.09.00.000,PROGRAMAS DE EMPLEOS MUNICIPALES,"6000.000,00","505.350,43","1841.781,87","4158.218,13","1003.238,99","1376.431,44","465.350,43",2017,6
1.03.05.02.10.00.000,CONCEJO MUNICIPAL DE LA MUJER,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00",2017,6
1.03.05.02.11.00.000,DEUDAS EJERCICIOS ANTERIORES,"5000.000,00","0,00","2423.370,42","2576.629,58","8.200,00","2379.270,16","44.100,26",2017,6
2.00.00.00.00.00.000,EROGACIONES DE CAPITAL,"46735.000,00","1720.064,97","14703.880,04","32031.119,96","1264.068,75","12852.198,70","1851.681,34",2017,6
2.01.00.00.00.00.000,INVERSION FISICA,"27610.000,00","619.231,74","5033.718,07","22576.281,93","584.221,97","4273.280,46","760.437,61",2017,6
2.01.07.00.00.00.000,BIENES DE CAPITAL,"2770.000,00","146.446,05","2428.663,70","341.336,30","15.255,00","2296.432,65","132.231,05",2017,6
2.01.07.01.00.00.000,MAQUINARIAS Y EQUIPOS,"930.000,00","118.201,05","850.646,30","79.353,70","0,00","732.445,25","118.201,05",2017,6
2.01.07.02.00.00.000,MUEBLES Y EQUIPO DE OFICINA,"200.000,00","27.210,00","87.308,22","112.691,78","13.180,00","73.278,22","14.030,00",2017,6
2.01.07.03.00.00.000,MEDIOS DE TRANSPORTE,"1350.000,00","0,00","1349.000,00","1.000,00","0,00","1349.000,00","0,00",2017,6
2.01.07.05.00.00.000,COLECCIONES Y ELEMENTOS PARA BIBLIOTECA Y MS.,"20.000,00","0,00","1.000,00","19.000,00","0,00","1.000,00","0,00",2017,6
2.01.07.06.00.00.000,HERRAMIENTAS Y SIMILARES,"50.000,00","1.035,00","49.235,41","764,59","1.035,00","49.235,41","0,00",2017,6
2.01.07.07.00.00.000,TERRENOS,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,6
2.01.07.09.01.00.000,BIENES DE CAPITAL SEGURIDAD CIUDADANA,"60.000,00","0,00","45.805,86","14.194,14","1.040,00","45.805,86","0,00",2017,6
2.01.07.09.03.00.000,OTROS BIENES DE CAPITAL,"50.000,00","0,00","39.817,91","10.182,09","0,00","39.817,91","0,00",2017,6
2.01.07.10.00.00.000,DEUDAS P/BIENES DE CAPITAL EJ.ANT.,"100.000,00","0,00","5.850,00","94.150,00","0,00","5.850,00","0,00",2017,6
2.01.07.11.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,6
2.01.08.00.00.00.000,TRABAJOS PUBLICOS,"24840.000,00","472.785,69","2605.054,37","22234.945,63","568.966,97","1976.847,81","628.206,56",2017,6
2.01.08.01.02.00.000,POR ADMINISTRACION,"24840.000,00","472.785,69","2605.054,37","22234.945,63","568.966,97","1976.847,81","628.206,56",2017,6
2.01.08.01.02.01.000,OBRA:Alumbrado Publico (cont por mejoras),"400.000,00","0,00","17.681,44","382.318,56","0,00","17.681,44","0,00",2017,6
2.01.08.01.02.02.000,obra cordon cuneta (cont por mejoras),"1000.000,00","0,00","0,00","1000.000,00","0,00","0,00","0,00",2017,6
2.01.08.01.02.04.000,OBRA:Polideportivo centro (mant e intalacione,"300.000,00","1.780,00","1.780,00","298.220,00","0,00","0,00","1.780,00",2017,6
2.01.08.01.02.05.000,OBRA:Mantenimiento Salon Municipal,"250.000,00","0,00","23.525,00","226.475,00","0,00","23.525,00","0,00",2017,6
2.01.08.01.02.06.000,OBRA:Mejoramiento Espacios Verdes,"1150.000,00","363.393,55","1117.555,89","32.444,11","484.146,00","771.854,33","345.701,56",2017,6
2.01.08.01.02.07.000,OBRA:Mantenimineto de Calles en general,"2700.000,00","11.075,00","169.244,58","2530.755,42","9.475,00","59.644,58","109.600,00",2017,6
2.01.08.01.02.08.000,OBRA:Mantenimiento Y Mej Edif Pub Municipales,"590.000,00","43.438,43","256.785,47","333.214,53","71.222,80","214.468,84","42.316,63",2017,6
2.01.08.01.02.08.002,Obra:Mantenimiento y Mej Edif Seg Ciud.,"90.000,00","288,00","2.155,45","87.844,55","0,00","1.867,45","288,00",2017,6
2.01.08.01.02.08.003,Obra:Mant y Mej. Otros Edif Municipales,"250.000,00","12.682,66","46.617,42","203.382,58","11.830,30","30.764,56","15.852,86",2017,6
2.01.08.01.02.08.004,Obra:Mantenimiento y Mejora Sede Edif Munic.,"250.000,00","30.467,77","208.012,60","41.987,40","59.392,50","181.836,83","26.175,77",2017,6
2.01.08.01.02.09.000,OBRA: Mantenimiento Alumbrado Publico,"1100.000,00","44.152,40","218.999,99","881.000,01","489,69","149.812,18","69.187,81",2017,6
2.01.08.01.02.11.000,OBRA Mantenim.y mejoras de otros edif locales,"100.000,00","0,00","4.323,00","95.677,00","0,00","4.323,00","0,00",2017,6
2.01.08.01.02.12.000,OBRA costanera municipal etapa II,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,6
2.01.08.01.02.13.000,Obras Menores,"800.000,00","0,00","383.223,84","416.776,16","0,00","356.119,24","27.104,60",2017,6
2.01.08.01.02.14.000,Deudas de Obras Ejercicio Anterior,"1350.000,00","0,00","364.732,82","985.267,18","3.518,48","349.663,17","15.069,65",2017,6
2.01.08.01.02.16.000,Obra:Gas Nat(B. Centro.Cig.Valle Sol.M.Golf),"7000.000,00","0,00","0,00","7000.000,00","0,00","0,00","0,00",2017,6
2.01.08.01.02.17.000,obra Playon Deportivo L.LUGONES (EL TALAR),"100.000,00","7.158,00","8.008,00","91.992,00","115,00","850,00","7.158,00",2017,6
2.01.08.01.02.18.000,obra Convenio Gobierno de la Provincia,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,6
2.01.08.01.02.19.000,OBRAS Convenios - Gobierno de la Nacion,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,6
2.01.08.01.02.20.000,Obra Fondo Fderal Solidario,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00",2017,6
2.01.08.01.02.21.000,Obra Mantenimiento escuelas(FOMEDEEP),"250.000,00","1.788,31","19.194,34","230.805,66","0,00","8.906,03","10.288,31",2017,6
2.01.08.01.02.22.000,F.D.Urbano C.C.V. del Sol,"1650.000,00","0,00","20.000,00","1630.000,00","0,00","20.000,00","0,00",2017,6
2.01.08.01.02.23.000,Obra Ambiente- Reciclado,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00",2017,6
2.01.08.01.02.24.000,Plan remodelacion de plazas,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,6
2.01.08.01.02.25.000,fondo desarrollo urbano 2017,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,6
2.03.00.00.00.00.000,AMORTIZACION DE LA DEUDA,"19125.000,00","1100.833,23","9670.161,97","9454.838,03","679.846,78","8578.918,24","1091.243,73",2017,6
2.03.10.00.00.00.000,AMORTIZACION DE LA DEUDA,"19125.000,00","1100.833,23","9670.161,97","9454.838,03","679.846,78","8578.918,24","1091.243,73",2017,6
2.03.10.02.02.00.000,OTROS BCO.PCIA.CBA. Y/O macro,"120.000,00","0,00","30.553,42","89.446,58","0,00","30.553,42","0,00",2017,6
2.03.10.02.03.00.000,AMORTIZACION DEUDA PACTO FISCAL III,"160.000,00","1.975,56","43.465,21","116.534,79","1.975,56","43.465,21","0,00",2017,6
2.03.10.02.04.00.000,AMORTIZACION DEUDAS PROVEEDORES VARIOS,"800.000,00","0,00","728.059,40","71.940,60","61.500,00","119.302,12","608.757,28",2017,6
2.03.10.02.05.00.000,AMORTIZACION CREDITO FONDO PERMANENTE,"500.000,00","30.000,00","240.000,00","260.000,00","30.000,00","240.000,00","0,00",2017,6
2.03.10.02.06.00.000,Amortizacion Anticipos de CooparticipM-^Ecion,"1500.000,00","138.888,89","1038.888,90","461.111,10","0,00","900.000,01","138.888,89",2017,6
2.03.10.02.07.00.000,AMORTIZACION JUICIO MSB CONST MUNICIPALIDAD,"8600.000,00","929.968,78","4190.300,04","4409.699,96","586.371,22","3846.702,48","343.597,56",2017,6
2.03.10.02.08.00.000,AMORTIZACION DEUDA CATASTROFE CLIMATOLOGICA,"6900.000,00","0,00","3398.895,00","3501.105,00","0,00","3398.895,00","0,00",2017,6
2.03.10.02.09.00.000,Amortizacion Fondo Desarrollo Urbano,"495.000,00","0,00","0,00","495.000,00","0,00","0,00","0,00",2017,6
2.03.10.04.02.00.000,OTROS CREDITOS-BID,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
3.00.00.00.00.00.000,Salud Erogaciones Corrientes,"2916.180,00","314.442,20","1931.307,53","984.872,47","287.112,38","1568.398,42","362.909,11",2017,6
3.01.00.00.00.00.000,Funcionamiento,"2616.180,00","236.163,64","1717.292,32","898.887,68","220.621,25","1432.661,77","284.630,55",2017,6
3.01.01.00.00.00.000,Personal,"928.180,00","67.800,98","305.677,84","622.502,16","0,00","237.876,86","67.800,98",2017,6
3.01.01.01.01.00.000,Sueldos Basicos,"762.180,00","64.301,00","279.309,00","482.871,00","0,00","215.008,00","64.301,00",2017,6
3.01.01.01.01.01.000,Director de Centro de Salud Municipal,"84.000,00","7.000,00","26.000,00","58.000,00","0,00","19.000,00","7.000,00",2017,6
3.01.01.01.01.02.000,Personal,"181.500,00","11.137,00","52.649,00","128.851,00","0,00","41.512,00","11.137,00",2017,6
3.01.01.01.01.02.010,Jefe Depart Adm Centro de Salud (24),"121.500,00","11.137,00","52.649,00","68.851,00","0,00","41.512,00","11.137,00",2017,6
3.01.01.01.01.02.011,Subsecretaria de Salud Municipal,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00",2017,6
3.01.01.01.01.04.000,Personal auxiliar administrativo,"201.192,00","19.080,00","89.036,00","112.156,00","0,00","69.956,00","19.080,00",2017,6
3.01.01.01.01.04.009,Auxiliar Administrativo IX (9),"201.192,00","19.080,00","89.036,00","112.156,00","0,00","69.956,00","19.080,00",2017,6
3.01.01.01.01.05.000,Personal Administrativo de Ejecucion,"196.992,00","27.084,00","111.624,00","85.368,00","0,00","84.540,00","27.084,00",2017,6
3.01.01.01.01.05.001,Administrativo de Ejecucion II(cat8),"196.992,00","27.084,00","111.624,00","85.368,00","0,00","84.540,00","27.084,00",2017,6
3.01.01.01.01.08.000,Personal de Sanidad,"98.496,00","0,00","0,00","98.496,00","0,00","0,00","0,00",2017,6
3.01.01.01.01.08.003,Auxiliar Tecnico Asistencial I (8),"98.496,00","0,00","0,00","98.496,00","0,00","0,00","0,00",2017,6
3.01.01.02.01.00.000,Retribuciones,"126.000,00","3.499,98","26.368,84","99.631,16","0,00","22.868,86","3.499,98",2017,6
3.01.01.02.01.01.000,Personal Contratado CTRO sALUD cENTRO,"42.000,00","0,00","6.840,87","35.159,13","0,00","6.840,87","0,00",2017,6
3.01.01.02.01.02.000,Personal Contratado Ctro Salud El Talar,"42.000,00","0,00","2.028,07","39.971,93","0,00","2.028,07","0,00",2017,6
3.01.01.02.01.03.000,Personal Contratado dearrollo Social,"42.000,00","3.499,98","17.499,90","24.500,10","0,00","13.999,92","3.499,98",2017,6
3.01.01.06.00.00.000,Credito Adicional para inc salariales,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00",2017,6
3.01.02.00.00.00.000,Bienes de consumo Salud,"440.000,00","66.858,52","282.914,03","157.085,97","64.447,13","242.485,73","40.428,30",2017,6
3.01.02.01.01.00.000,Medicamentos e insumos hospitalarios Centro,"86.000,00","25.296,53","37.532,43","48.467,57","25.602,06","35.617,02","1.915,41",2017,6
3.01.02.01.02.00.000,eLEMENTOS DE cAFETERIA Y LIMPIEZA cENTRO,"15.000,00","2.848,00","7.026,00","7.974,00","1.564,00","4.716,00","2.310,00",2017,6
3.01.02.01.03.00.000,Utiles Impres. Digitalizacion y Papeleria CEN,"30.000,00","857,10","16.857,10","13.142,90","857,10","16.857,10","0,00",2017,6
3.01.02.01.04.00.000,Consumos varios CENTRO SALUD CENTRO,"30.000,00","0,00","1.960,00","28.040,00","0,00","1.960,00","0,00",2017,6
3.01.02.01.05.00.000,indumentaria al Personal Centro,"40.000,00","14.210,00","23.563,80","16.436,20","8.260,00","9.353,80","14.210,00",2017,6
3.01.02.02.01.00.000,Medicamentos e Ins Hospit. El Talar,"50.000,00","9.476,89","37.880,04","12.119,96","17.459,97","28.403,15","9.476,89",2017,6
3.01.02.02.02.00.000,Elementos de Cafeteria y limp El Talar,"15.000,00","1.534,00","8.681,00","6.319,00","2.554,00","8.031,00","650,00",2017,6
3.01.02.02.03.00.000,Utiles Impr. Digit.y Papeleria El Talar,"5.000,00","380,00","3.158,00","1.842,00","380,00","2.408,00","750,00",2017,6
3.01.02.02.04.00.000,Consumos Varios C. Salud El Talar,"5.000,00","0,00","2.187,20","2.812,80","0,00","2.187,20","0,00",2017,6
3.01.02.02.05.00.000,Indumentaria al personal El Talar,"10.000,00","4.060,00","6.420,00","3.580,00","2.360,00","2.360,00","4.060,00",2017,6
3.01.02.03.01.00.000,Utiles libros digitalizacion y papeleria,"5.000,00","210,00","2.612,50","2.387,50","210,00","2.612,50","0,00",2017,6
3.01.02.03.02.00.000,elementos de limpieza y cafeteria,"10.000,00","1.430,00","6.963,00","3.037,00","1.660,00","6.463,00","500,00",2017,6
3.01.02.03.03.00.000,Indumentaria al personal Des. Social,"10.000,00","6.090,00","9.630,00","370,00","3.540,00","3.540,00","6.090,00",2017,6
3.01.02.03.04.00.000,Consumos varios Desarrollo social,"5.000,00","466,00","866,00","4.134,00","0,00","400,00","466,00",2017,6
3.01.02.03.05.00.000,Medicamento e insumos a carenciados,"10.000,00","0,00","6.326,30","3.673,70","0,00","6.326,30","0,00",2017,6
3.01.02.03.06.00.000,Deudas de consumos ejercicio,"114.000,00","0,00","111.250,66","2.749,34","0,00","111.250,66","0,00",2017,6
3.01.02.03.07.00.000,Credito Refuerzo de Partida,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,6
3.01.03.00.00.00.000,Servicios Salud,"1248.000,00","101.504,14","1128.700,45","119.299,55","156.174,12","952.299,18","176.401,27",2017,6
3.01.03.01.01.00.000,Electr. Agua (facturas)- Centro,"20.000,00","2.320,15","5.734,84","14.265,16","2.320,15","5.734,84","0,00",2017,6
3.01.03.01.02.00.000,Traslados y Remis Centro Salud Centro,"10.000,00","0,00","565,19","9.434,81","0,00","565,19","0,00",2017,6
3.01.03.01.03.00.000,Com. Telefonica y postales Centro,"15.000,00","0,00","3.816,91","11.183,09","0,00","3.816,91","0,00",2017,6
3.01.03.01.04.00.000,Honrarios Profecionales -Centro,"329.000,00","33.310,00","320.052,00","8.948,00","39.392,00","173.742,00","146.310,00",2017,6
3.01.03.01.05.00.000,Servicios Mantenimiento -Centro,"65.000,00","4.867,30","62.845,24","2.154,76","13.366,60","57.545,24","5.300,00",2017,6
3.01.03.02.01.00.000,Elect.Gas Agua (facturas) - El Talar,"3.000,00","0,00","800,94","2.199,06","0,00","800,94","0,00",2017,6
3.01.03.02.02.00.000,Traslados Remis centro salud El Talar,"5.000,00","0,00","62,60","4.937,40","0,00","62,60","0,00",2017,6
3.01.03.02.03.00.000,Comunic. Telefonicas y Postales El Talar,"15.000,00","0,00","1.631,49","13.368,51","0,00","1.631,49","0,00",2017,6
3.01.03.02.04.00.000,Honorarios Profecionales El Talar,"220.000,00","53.580,00","212.490,00","7.510,00","47.870,00","196.060,00","16.430,00",2017,6
3.01.03.02.05.00.000,Servicios mantenimiento El Talar,"10.000,00","6.040,00","9.310,01","689,99","0,00","1.370,01","7.940,00",2017,6
3.01.03.03.01.00.000,Elect Gas Agua (facturas D. Social,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,6
3.01.03.03.02.00.000,Traslado y remis D. Social,"10.000,00","1.386,69","9.753,57","246,43","1.350,37","9.332,30","421,27",2017,6
3.01.03.03.03.00.000,Comunic. telefonica y Postales D. sOCIAL,"8.000,00","0,00","7.670,84","329,16","0,00","7.670,84","0,00",2017,6
3.01.03.03.04.00.000,Honorarios Profecionales D. Social,"140.000,00","0,00","132.690,00","7.310,00","27.875,00","132.690,00","0,00",2017,6
3.01.03.03.05.00.000,Servicios Mantenimiento D. Social,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,6
3.01.03.04.00.00.000,Alquiler Consultorio Centro Salud,"30.000,00","0,00","24.000,00","6.000,00","24.000,00","24.000,00","0,00",2017,6
3.01.03.05.00.00.000,Deudas Ejercicio Ant.,"338.000,00","0,00","337.276,82","723,18","0,00","337.276,82","0,00",2017,6
3.01.03.06.00.00.000,Credito Refuerzo Partida,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",2017,6
3.03.00.00.00.00.000,Tranferencias,"300.000,00","78.278,56","214.015,21","85.984,79","66.491,13","135.736,65","78.278,56",2017,6
3.03.05.00.00.00.000,Tranf.P/fINANCIA eROGACIONES cORRIENTES,"300.000,00","78.278,56","214.015,21","85.984,79","66.491,13","135.736,65","78.278,56",2017,6
3.03.05.02.01.00.000,Programa de Empleo M Ctro. Salud Centro,"141.000,00","51.421,40","140.047,33","952,67","43.705,41","88.625,93","51.421,40",2017,6
3.03.05.02.02.00.000,Programa Empleo M. Ctro. Salud El Talar,"100.000,00","14.200,00","42.600,00","57.400,00","14.200,00","28.400,00","14.200,00",2017,6
3.03.05.02.03.00.000,Programa Emp.Mun. D. Social,"59.000,00","12.657,16","31.367,88","27.632,12","8.585,72","18.710,72","12.657,16",2017,6
4.01.07.00.00.00.000,Bienes de Capital,"240.000,00","1.900,00","11.145,08","228.854,92","0,00","9.245,08","1.900,00",2017,6
4.01.07.10.01.00.000,Bienes de Capital Centro de Salud Centro,"50.000,00","1.900,00","11.145,08","38.854,92","0,00","9.245,08","1.900,00",2017,6
4.01.07.10.02.00.000,Bienes de Capital Centro de Salud El Talar,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
4.01.07.10.03.00.000,Bienes de Capital Desarrollo Social,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
4.01.07.10.04.00.000,Aparatos e instrumental,"90.000,00","0,00","0,00","90.000,00","0,00","0,00","0,00",2017,6
4.01.08.00.00.00.000,Trabajos Publicos,"450.000,00","31.401,90","49.117,18","400.882,82","32.570,90","44.917,18","4.200,00",2017,6
4.01.08.01.02.00.000,Por Administracion,"450.000,00","31.401,90","49.117,18","400.882,82","32.570,90","44.917,18","4.200,00",2017,6
4.01.08.01.02.01.000,Obra Amplicion Centro de Salud B§ cENTRO,"100.000,00","6.964,90","7.318,90","92.681,10","7.318,90","7.318,90","0,00",2017,6
4.01.08.01.02.02.000,o. Ampliacion C.Salud El Talar,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00",2017,6
4.01.08.01.02.03.000,OBRA AMPLIACION dESARROLLO sOCIAL,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00",2017,6
4.01.08.01.02.04.000,o Mant y Mejoras Centro Salud Centro,"50.000,00","22.737,00","32.361,29","17.638,71","25.252,00","29.861,29","2.500,00",2017,6
4.01.08.01.02.05.000,O. Mant y Mejoras Centro Salud EL Talar,"50.000,00","1.700,00","9.436,99","40.563,01","0,00","7.736,99","1.700,00",2017,6
4.01.08.01.02.06.000,O. Mantenimiento Desarrollo Social,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
5.00.00.00.00.00.000,No clasificados,"9530.000,00","537.431,51","3499.493,01","6030.506,99","476.876,17","3418.970,10","80.522,91",2017,6
5.01.00.00.00.00.000,Cuentas de Orden,"9530.000,00","537.431,51","3499.493,01","6030.506,99","476.876,17","3418.970,10","80.522,91",2017,6
5.01.01.00.00.00.000,No clasificadas,"9530.000,00","537.431,51","3499.493,01","6030.506,99","476.876,17","3418.970,10","80.522,91",2017,6
5.01.01.01.01.00.000,Fondo de Repara,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
5.01.01.01.02.00.000,Garantia de licitacion,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
5.01.01.02.01.00.000,Retencion 18% Aporte Personal,"6000.000,00","309.680,31","2114.713,81","3885.286,19","309.680,31","2114.713,81","0,00",2017,6
5.01.01.02.02.00.000,Retencion APROSS,"1500.000,00","109.601,95","814.873,23","685.126,77","109.601,95","814.873,23","0,00",2017,6
5.01.01.02.03.00.000,Retencio Seguro de Vida,"100.000,00","8.061,57","56.332,01","43.667,99","8.061,57","56.332,01","0,00",2017,6
5.01.01.02.04.00.000,Aporte Sindical,"800.000,00","22.926,38","186.262,50","613.737,50","22.926,38","186.262,50","0,00",2017,6
5.01.01.02.05.00.000,Retencion Telefonia Celular,"500.000,00","62.875,45","234.472,46","265.527,54","0,00","171.597,01","62.875,45",2017,6
5.01.01.02.06.00.000,Retencion prestamos personales,"200.000,00","0,00","53.312,23","146.687,77","5.636,65","53.312,23","0,00",2017,6
5.01.01.02.07.00.000,Retencion Seguro Particulares personal,"120.000,00","0,00","0,00","120.000,00","0,00","0,00","0,00",2017,6
5.01.01.02.08.00.000,Retenciones gastos judiciales,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00",2017,6
5.01.01.02.09.00.000,Retenciones Varias,"100.000,00","24.285,85","39.526,77","60.473,23","20.969,31","21.879,31","17.647,46",2017,6
5.01.01.02.10.00.000,Registro Anulacion Orden de Pago,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
6.00.00.00.00.00.000,Erogaciones corrientes,"1191.000,00","30.341,77","138.749,30","1052.250,70","11.488,87","110.244,78","28.504,52",2017,6
6.01.00.00.00.00.000,Funcionamiento,"1191.000,00","30.341,77","138.749,30","1052.250,70","11.488,87","110.244,78","28.504,52",2017,6
6.01.01.00.00.00.000,Personal,"1046.000,00","13.499,98","73.499,90","972.500,10","0,00","59.999,92","13.499,98",2017,6
6.01.01.01.01.00.000,Sueldos basicos,"384.000,00","10.000,00","56.000,00","328.000,00","0,00","46.000,00","10.000,00",2017,6
6.01.01.01.01.01.000,Autoridas Superiores Concejo Deliberante,"384.000,00","10.000,00","56.000,00","328.000,00","0,00","46.000,00","10.000,00",2017,6
6.01.01.01.01.01.001,Presidente del Concejo Deliberante,"240.000,00","2.000,00","10.000,00","230.000,00","0,00","8.000,00","2.000,00",2017,6
6.01.01.01.01.01.002,Concejales,"144.000,00","8.000,00","46.000,00","98.000,00","0,00","38.000,00","8.000,00",2017,6
6.01.01.01.02.00.000,Adicionales y Suplementos varios,"580.000,00","0,00","0,00","580.000,00","0,00","0,00","0,00",2017,6
6.01.01.01.02.01.000,Adicional no remunerativo,"580.000,00","0,00","0,00","580.000,00","0,00","0,00","0,00",2017,6
